algorithm,seed,step,level,building,net_electricity
BC,3,372,building,1,-0.47074687480926514
BC,3,372,building,2,0.30604857206344604
BC,3,372,building,3,0.2764815092086792
BC,3,372,district,0,0.11178320646286011
BC,3,373,building,1,2.9723060131073
BC,3,373,building,2,0.3092634081840515
BC,3,373,building,3,0.4708440601825714
BC,3,373,district,0,3.7524134814739227
BC,3,374,building,1,-0.48307913541793823
BC,3,374,building,2,0.1744520366191864
BC,3,374,building,3,-0.11317496746778488
BC,3,374,district,0,-0.4218020662665367
BC,3,375,building,1,-0.2139151245355606
BC,3,375,building,2,0.25537538528442383
BC,3,375,building,3,0.02647266536951065
BC,3,375,district,0,0.06793292611837387
BC,3,376,building,1,-0.22762317955493927
BC,3,376,building,2,0.09099962562322617
BC,3,376,building,3,0.1706337183713913
BC,3,376,district,0,0.03401016443967819
BC,3,377,building,1,3.0123839378356934
BC,3,377,building,2,0.18632400035858154
BC,3,377,building,3,0.7911850214004517
BC,3,377,district,0,3.9898929595947266
BC,3,378,building,1,1.9357774257659912
BC,3,378,building,2,0.3353029787540436
BC,3,378,building,3,0.46546608209609985
BC,3,378,district,0,2.7365464866161346
BC,3,379,building,1,1.2483282089233398
BC,3,379,building,2,0.4978691637516022
BC,3,379,building,3,1.0767676830291748
BC,3,379,district,0,2.822965055704117
BC,3,380,building,1,1.4241820573806763
BC,3,380,building,2,0.5809878706932068
BC,3,380,building,3,1.7334755659103394
BC,3,380,district,0,3.7386454939842224
BC,3,381,building,1,1.9486336708068848
BC,3,381,building,2,0.5883755683898926
BC,3,381,building,3,2.0658726692199707
BC,3,381,district,0,4.602881908416748
BC,3,382,building,1,1.4185969829559326
BC,3,382,building,2,0.8923214673995972
BC,3,382,building,3,1.4673866033554077
BC,3,382,district,0,3.7783050537109375
BC,3,383,building,1,0.9081999659538269
BC,3,383,building,2,0.416950523853302
BC,3,383,building,3,0.986909031867981
BC,3,383,district,0,2.31205952167511
BC,3,384,building,1,0.7817527055740356
BC,3,384,building,2,0.41270533204078674
BC,3,384,building,3,0.7041127681732178
BC,3,384,district,0,1.8985708057880402
BC,3,385,building,1,0.7798844575881958
BC,3,385,building,2,0.4110259413719177
BC,3,385,building,3,0.6994480490684509
BC,3,385,district,0,1.8903584480285645
BC,3,386,building,1,0.7784127593040466
BC,3,386,building,2,0.4096108675003052
BC,3,386,building,3,0.6963694095611572
BC,3,386,district,0,1.884393036365509
BC,3,387,building,1,0.7771109342575073
BC,3,387,building,2,0.40830910205841064
BC,3,387,building,3,0.6939704418182373
BC,3,387,district,0,1.8793904781341553
BC,3,388,building,1,0.8874384760856628
BC,3,388,building,2,0.4831172227859497
BC,3,388,building,3,0.7021014094352722
BC,3,388,district,0,2.0726571083068848
BC,3,389,building,1,0.9595849514007568
BC,3,389,building,2,0.6978576183319092
BC,3,389,building,3,0.7239057421684265
BC,3,389,district,0,2.3813483119010925
BC,3,390,building,1,0.0
BC,3,390,building,2,0.0
BC,3,390,building,3,0.0
BC,3,390,district,0,0.0
BC,3,391,building,1,0.0
BC,3,391,building,2,0.0
BC,3,391,building,3,0.0
BC,3,391,district,0,0.0
BC,3,392,building,1,0.0
BC,3,392,building,2,0.0
BC,3,392,building,3,0.0
BC,3,392,district,0,0.0
BC,3,393,building,1,0.0
BC,3,393,building,2,0.0
BC,3,393,building,3,0.0
BC,3,393,district,0,0.0
BC,3,394,building,1,0.0
BC,3,394,building,2,0.0
BC,3,394,building,3,0.0
BC,3,394,district,0,0.0
BC,3,395,building,1,0.0
BC,3,395,building,2,0.0
BC,3,395,building,3,0.0
BC,3,395,district,0,0.0
BC,3,396,building,1,0.0
BC,3,396,building,2,0.0
BC,3,396,building,3,0.0
BC,3,396,district,0,0.0
BC,3,397,building,1,0.0
BC,3,397,building,2,0.0
BC,3,397,building,3,0.0
BC,3,397,district,0,0.0
BC,3,398,building,1,0.0
BC,3,398,building,2,0.0
BC,3,398,building,3,0.0
BC,3,398,district,0,0.0
BC,3,399,building,1,0.0
BC,3,399,building,2,0.0
BC,3,399,building,3,0.0
BC,3,399,district,0,0.0
BC,3,400,building,1,0.0
BC,3,400,building,2,0.0
BC,3,400,building,3,0.0
BC,3,400,district,0,0.0
BC,3,401,building,1,0.0
BC,3,401,building,2,0.0
BC,3,401,building,3,0.0
BC,3,401,district,0,0.0
BC,3,402,building,1,0.0
BC,3,402,building,2,0.0
BC,3,402,building,3,0.0
BC,3,402,district,0,0.0
BC,3,403,building,1,0.0
BC,3,403,building,2,0.0
BC,3,403,building,3,0.0
BC,3,403,district,0,0.0
BC,3,404,building,1,0.0
BC,3,404,building,2,0.0
BC,3,404,building,3,0.0
BC,3,404,district,0,0.0
BC,3,405,building,1,1.4006967544555664
BC,3,405,building,2,0.4253841042518616
BC,3,405,building,3,1.2762799263000488
BC,3,405,district,0,3.102360785007477
BC,3,406,building,1,0.9704482555389404
BC,3,406,building,2,1.0077975988388062
BC,3,406,building,3,1.332156777381897
BC,3,406,district,0,3.3104026317596436
BC,3,407,building,1,0.9081999659538269
BC,3,407,building,2,0.416950523853302
BC,3,407,building,3,1.4280891418457031
BC,3,407,district,0,2.753239631652832
BC,3,408,building,1,0.8006591796875
BC,3,408,building,2,0.41270533204078674
BC,3,408,building,3,0.704112708568573
BC,3,408,district,0,1.9174772202968597
BC,3,409,building,1,0.7825132012367249
BC,3,409,building,2,0.4110259413719177
BC,3,409,building,3,1.173883080482483
BC,3,409,district,0,2.3674222230911255
BC,3,410,building,1,0.7707520723342896
BC,3,410,building,2,0.4096108675003052
BC,3,410,building,3,0.6963694095611572
BC,3,410,district,0,1.876732349395752
BC,3,411,building,1,0.7644428014755249
BC,3,411,building,2,0.40830907225608826
BC,3,411,building,3,0.6939705014228821
BC,3,411,district,0,1.8667223751544952
BC,3,412,building,1,0.7757525444030762
BC,3,412,building,2,0.4110445976257324
BC,3,412,building,3,0.6961973309516907
BC,3,412,district,0,1.8829944729804993
BC,3,413,building,1,0.774280846118927
BC,3,413,building,2,0.4259297549724579
BC,3,413,building,3,0.712527871131897
BC,3,413,district,0,1.9127384722232819
BC,3,414,building,1,3.4631690979003906
BC,3,414,building,2,0.4335613548755646
BC,3,414,building,3,0.7806522250175476
BC,3,414,district,0,4.677382677793503
BC,3,415,building,1,1.3982537984848022
BC,3,415,building,2,1.6513323783874512
BC,3,415,building,3,1.0080344676971436
BC,3,415,district,0,4.057620644569397
BC,3,416,building,1,0.5742620229721069
BC,3,416,building,2,0.5279500484466553
BC,3,416,building,3,0.9876680374145508
BC,3,416,district,0,2.089880108833313
BC,3,417,building,1,0.33297204971313477
BC,3,417,building,2,0.5723896026611328
BC,3,417,building,3,0.5952043533325195
BC,3,417,district,0,1.500566005706787
BC,3,418,building,1,0.11949098855257034
BC,3,418,building,2,1.7231626510620117
BC,3,418,building,3,0.5620813369750977
BC,3,418,district,0,2.4047349765896797
BC,3,419,building,1,0.48052695393562317
BC,3,419,building,2,0.6072678565979004
BC,3,419,building,3,1.2198350429534912
BC,3,419,district,0,2.3076298534870148
BC,3,420,building,1,-0.24133624136447906
BC,3,420,building,2,0.44371891021728516
BC,3,420,building,3,0.20069323480129242
BC,3,420,district,0,0.4030759036540985
BC,3,421,building,1,-0.08935044705867767
BC,3,421,building,2,1.0241472721099854
BC,3,421,building,3,0.11994780600070953
BC,3,421,district,0,1.0547446310520172
BC,3,422,building,1,3.6563992500305176
BC,3,422,building,2,0.23547540605068207
BC,3,422,building,3,-0.11166791617870331
BC,3,422,district,0,3.7802067399024963
BC,3,423,building,1,-0.32148119807243347
BC,3,423,building,2,0.23661960661411285
BC,3,423,building,3,-0.05351361632347107
BC,3,423,district,0,-0.1383752077817917
BC,3,424,building,1,-0.14684291183948517
BC,3,424,building,2,0.3022140562534332
BC,3,424,building,3,0.052265264093875885
BC,3,424,district,0,0.20763640850782394
BC,3,425,building,1,0.30107447504997253
BC,3,425,building,2,0.4129679799079895
BC,3,425,building,3,0.1661011427640915
BC,3,425,district,0,0.8801435977220535
BC,3,426,building,1,0.8889058232307434
BC,3,426,building,2,0.2879369556903839
BC,3,426,building,3,0.6048116087913513
BC,3,426,district,0,1.7816543877124786
BC,3,427,building,1,0.7691662311553955
BC,3,427,building,2,0.509390115737915
BC,3,427,building,3,0.8993868827819824
BC,3,427,district,0,2.177943229675293
BC,3,428,building,1,2.8432648181915283
BC,3,428,building,2,0.5755383372306824
BC,3,428,building,3,1.0040252208709717
BC,3,428,district,0,4.422828376293182
BC,3,429,building,1,1.2540526390075684
BC,3,429,building,2,0.6951754093170166
BC,3,429,building,3,1.4094877243041992
BC,3,429,district,0,3.358715772628784
BC,3,430,building,1,3.566502332687378
BC,3,430,building,2,0.6113116145133972
BC,3,430,building,3,1.0938993692398071
BC,3,430,district,0,5.271713316440582
BC,3,431,building,1,0.9576374888420105
BC,3,431,building,2,0.416950523853302
BC,3,431,building,3,0.7133486270904541
BC,3,431,district,0,2.0879366397857666
BC,3,432,building,1,0.7890806794166565
BC,3,432,building,2,0.41270533204078674
BC,3,432,building,3,0.9413278102874756
BC,3,432,district,0,2.143113821744919
BC,3,433,building,1,0.8619133830070496
BC,3,433,building,2,0.38659653067588806
BC,3,433,building,3,0.7549654841423035
BC,3,433,district,0,2.003475397825241
BC,3,434,building,1,0.8240628242492676
BC,3,434,building,2,0.4526427686214447
BC,3,434,building,3,0.6948216557502747
BC,3,434,district,0,1.971527248620987
BC,3,435,building,1,0.9842562675476074
BC,3,435,building,2,0.42033880949020386
BC,3,435,building,3,0.7563042640686035
BC,3,435,district,0,2.160899341106415
BC,3,436,building,1,1.8958816528320312
BC,3,436,building,2,0.5514933466911316
BC,3,436,building,3,0.7102130651473999
BC,3,436,district,0,3.1575880646705627
BC,3,437,building,1,0.9060745239257812
BC,3,437,building,2,0.5059272646903992
BC,3,437,building,3,0.7211313247680664
BC,3,437,district,0,2.133133113384247
BC,3,438,building,1,0.8292045593261719
BC,3,438,building,2,0.49010521173477173
BC,3,438,building,3,0.7817979454994202
BC,3,438,district,0,2.1011077165603638
BC,3,439,building,1,0.756823718547821
BC,3,439,building,2,0.4627157747745514
BC,3,439,building,3,2.0699777603149414
BC,3,439,district,0,3.289517253637314
BC,3,440,building,1,0.6285459399223328
BC,3,440,building,2,6.705955982208252
BC,3,440,building,3,0.7652707695960999
BC,3,440,district,0,8.099772691726685
BC,3,441,building,1,0.7763314843177795
BC,3,441,building,2,1.5808838605880737
BC,3,441,building,3,1.0802083015441895
BC,3,441,district,0,3.4374236464500427
BC,3,442,building,1,1.3643293380737305
BC,3,442,building,2,1.6468852758407593
BC,3,442,building,3,0.813040018081665
BC,3,442,district,0,3.824254631996155
BC,3,443,building,1,0.09853459149599075
BC,3,443,building,2,0.6933544278144836
BC,3,443,building,3,0.6282458305358887
BC,3,443,district,0,1.420134849846363
BC,3,444,building,1,0.02900119125843048
BC,3,444,building,2,0.5714563727378845
BC,3,444,building,3,0.5229516625404358
BC,3,444,district,0,1.1234092265367508
BC,3,445,building,1,0.6084999442100525
BC,3,445,building,2,0.9264610409736633
BC,3,445,building,3,0.9644008278846741
BC,3,445,district,0,2.49936181306839
BC,3,446,building,1,0.30876073241233826
BC,3,446,building,2,2.2887160778045654
BC,3,446,building,3,0.6462072730064392
BC,3,446,district,0,3.243684083223343
BC,3,447,building,1,1.0209071636199951
BC,3,447,building,2,5.9576029777526855
BC,3,447,building,3,0.6987454295158386
BC,3,447,district,0,7.677255570888519
BC,3,448,building,1,0.621336817741394
BC,3,448,building,2,0.5926467776298523
BC,3,448,building,3,0.6936339139938354
BC,3,448,district,0,1.9076175093650818
BC,3,449,building,1,0.5688971281051636
BC,3,449,building,2,0.5175715684890747
BC,3,449,building,3,0.5163453221321106
BC,3,449,district,0,1.6028140187263489
BC,3,450,building,1,0.8283448219299316
BC,3,450,building,2,0.4129030704498291
BC,3,450,building,3,0.6646959781646729
BC,3,450,district,0,1.9059438705444336
BC,3,451,building,1,1.1989763975143433
BC,3,451,building,2,0.41546258330345154
BC,3,451,building,3,1.1955310106277466
BC,3,451,district,0,2.8099699914455414
BC,3,452,building,1,2.1112847328186035
BC,3,452,building,2,0.44131866097450256
BC,3,452,building,3,1.000716209411621
BC,3,452,district,0,3.553319603204727
BC,3,453,building,1,1.5301094055175781
BC,3,453,building,2,0.5636822581291199
BC,3,453,building,3,1.6464060544967651
BC,3,453,district,0,3.740197718143463
BC,3,454,building,1,1.2705745697021484
BC,3,454,building,2,0.6113116145133972
BC,3,454,building,3,1.4208399057388306
BC,3,454,district,0,3.302726089954376
BC,3,455,building,1,1.0567517280578613
BC,3,455,building,2,0.416950523853302
BC,3,455,building,3,0.9495419263839722
BC,3,455,district,0,2.4232441782951355
BC,3,456,building,1,0.9913282990455627
BC,3,456,building,2,0.41270533204078674
BC,3,456,building,3,0.9403055310249329
BC,3,456,district,0,2.3443391621112823
BC,3,457,building,1,0.7683059573173523
BC,3,457,building,2,0.5270929932594299
BC,3,457,building,3,1.405058741569519
BC,3,457,district,0,2.7004576921463013
BC,3,458,building,1,1.867821216583252
BC,3,458,building,2,0.4096108675003052
BC,3,458,building,3,0.9315638542175293
BC,3,458,district,0,3.2089959383010864
BC,3,459,building,1,0.7780957221984863
BC,3,459,building,2,0.43076565861701965
BC,3,459,building,3,0.6877915859222412
BC,3,459,district,0,1.8966529667377472
BC,3,460,building,1,0.8974987864494324
BC,3,460,building,2,0.5027033090591431
BC,3,460,building,3,0.6964200139045715
BC,3,460,district,0,2.096622109413147
BC,3,461,building,1,1.8283443450927734
BC,3,461,building,2,0.5924257636070251
BC,3,461,building,3,0.7113767862319946
BC,3,461,district,0,3.132146894931793
BC,3,462,building,1,2.090787410736084
BC,3,462,building,2,0.5504759550094604
BC,3,462,building,3,1.6833064556121826
BC,3,462,district,0,4.324569821357727
BC,3,463,building,1,0.8158500790596008
BC,3,463,building,2,0.45201587677001953
BC,3,463,building,3,0.8860976099967957
BC,3,463,district,0,2.153963565826416
BC,3,464,building,1,1.997076153755188
BC,3,464,building,2,0.4730810523033142
BC,3,464,building,3,0.7348945736885071
BC,3,464,district,0,3.2050517797470093
BC,3,465,building,1,1.2980690002441406
BC,3,465,building,2,0.5952650308609009
BC,3,465,building,3,0.8451815843582153
BC,3,465,district,0,2.738515615463257
BC,3,466,building,1,0.3341940641403198
BC,3,466,building,2,0.6622370481491089
BC,3,466,building,3,0.7954382300376892
BC,3,466,district,0,1.791869342327118
BC,3,467,building,1,0.05025907978415489
BC,3,467,building,2,0.566851794719696
BC,3,467,building,3,0.549959659576416
BC,3,467,district,0,1.167070534080267
BC,3,468,building,1,0.5600511431694031
BC,3,468,building,2,2.224710464477539
BC,3,468,building,3,0.5267156958580017
BC,3,468,district,0,3.311477303504944
BC,3,469,building,1,-0.08936211466789246
BC,3,469,building,2,2.098621129989624
BC,3,469,building,3,0.3909955322742462
BC,3,469,district,0,2.400254547595978
BC,3,470,building,1,-0.21550460159778595
BC,3,470,building,2,0.3937107026576996
BC,3,470,building,3,0.3427009880542755
BC,3,470,district,0,0.5209070891141891
BC,3,471,building,1,-0.1259954273700714
BC,3,471,building,2,0.3156874179840088
BC,3,471,building,3,0.320933073759079
BC,3,471,district,0,0.5106250643730164
BC,3,472,building,1,-0.018820349127054214
BC,3,472,building,2,0.5147998332977295
BC,3,472,building,3,0.22248440980911255
BC,3,472,district,0,0.7184638939797878
BC,3,473,building,1,1.2737786769866943
BC,3,473,building,2,0.7441338300704956
BC,3,473,building,3,0.5627464056015015
BC,3,473,district,0,2.5806589126586914
BC,3,474,building,1,1.7248889207839966
BC,3,474,building,2,0.3927190601825714
BC,3,474,building,3,1.5520628690719604
BC,3,474,district,0,3.6696708500385284
BC,3,475,building,1,0.8462937474250793
BC,3,475,building,2,0.692645251750946
BC,3,475,building,3,1.144048810005188
BC,3,475,district,0,2.6829878091812134
BC,3,476,building,1,1.2279324531555176
BC,3,476,building,2,0.5823339819908142
BC,3,476,building,3,1.2575322389602661
BC,3,476,district,0,3.067798674106598
BC,3,477,building,1,1.163180947303772
BC,3,477,building,2,0.7044426798820496
BC,3,477,building,3,2.053515911102295
BC,3,477,district,0,3.9211395382881165
BC,3,478,building,1,1.9692274332046509
BC,3,478,building,2,0.6113116145133972
BC,3,478,building,3,3.205331802368164
BC,3,478,district,0,5.785870850086212
BC,3,479,building,1,1.2760412693023682
BC,3,479,building,2,0.5533056855201721
BC,3,479,building,3,2.283731460571289
BC,3,479,district,0,4.113078415393829
BC,3,480,building,1,2.6179044246673584
BC,3,480,building,2,0.4593813717365265
BC,3,480,building,3,0.9678008556365967
BC,3,480,district,0,4.045086652040482
BC,3,481,building,1,0.9902428984642029
BC,3,481,building,2,0.4110259413719177
BC,3,481,building,3,0.6994479894638062
BC,3,481,district,0,2.1007168292999268
BC,3,482,building,1,0.7668342590332031
BC,3,482,building,2,0.4096108675003052
BC,3,482,building,3,0.6963694095611572
BC,3,482,district,0,1.8728145360946655
BC,3,483,building,1,0.7655324339866638
BC,3,483,building,2,0.40830907225608826
BC,3,483,building,3,0.6939704418182373
BC,3,483,district,0,1.8678119480609894
BC,3,484,building,1,0.7641740441322327
BC,3,484,building,2,0.4110445976257324
BC,3,484,building,3,1.7359188795089722
BC,3,484,district,0,2.9111375212669373
BC,3,485,building,1,1.1702854633331299
BC,3,485,building,2,0.4259297847747803
BC,3,485,building,3,0.6950299143791199
BC,3,485,district,0,2.29124516248703
BC,3,486,building,1,0.7590160965919495
BC,3,486,building,2,0.4335613548755646
BC,3,486,building,3,0.8085947632789612
BC,3,486,district,0,2.001172214746475
BC,3,487,building,1,0.71992027759552
BC,3,487,building,2,0.4442640244960785
BC,3,487,building,3,1.0047616958618164
BC,3,487,district,0,2.168945997953415
BC,3,488,building,1,0.4800451397895813
BC,3,488,building,2,0.41401875019073486
BC,3,488,building,3,2.5416834354400635
BC,3,488,district,0,3.4357473254203796
BC,3,489,building,1,0.11681661754846573
BC,3,489,building,2,0.39593496918678284
BC,3,489,building,3,0.6807511448860168
BC,3,489,district,0,1.1935027316212654
BC,3,490,building,1,-0.23714108765125275
BC,3,490,building,2,0.3765694499015808
BC,3,490,building,3,0.22410307824611664
BC,3,490,district,0,0.3635314404964447
BC,3,491,building,1,-0.4085775911808014
BC,3,491,building,2,0.28520679473876953
BC,3,491,building,3,0.08195318281650543
BC,3,491,district,0,-0.04141761362552643
BC,3,492,building,1,0.670682966709137
BC,3,492,building,2,0.2675003111362457
BC,3,492,building,3,0.5349363684654236
BC,3,492,district,0,1.4731196463108063
BC,3,493,building,1,-0.3399738669395447
BC,3,493,building,2,0.19975781440734863
BC,3,493,building,3,-0.06626928597688675
BC,3,493,district,0,-0.2064853385090828
BC,3,494,building,1,-0.5296220779418945
BC,3,494,building,2,0.07419756799936295
BC,3,494,building,3,-0.2178512066602707
BC,3,494,district,0,-0.6732757166028023
BC,3,495,building,1,0.021117616444826126
BC,3,495,building,2,0.07029970735311508
BC,3,495,building,3,-0.1757264882326126
BC,3,495,district,0,-0.0843091644346714
BC,3,496,building,1,-0.11447268724441528
BC,3,496,building,2,0.12546193599700928
BC,3,496,building,3,-0.0788835883140564
BC,3,496,district,0,-0.0678943395614624
BC,3,497,building,1,0.01636427454650402
BC,3,497,building,2,0.12824919819831848
BC,3,497,building,3,0.06628859043121338
BC,3,497,district,0,0.21090206317603588
BC,3,498,building,1,0.4343550503253937
BC,3,498,building,2,0.24265457689762115
BC,3,498,building,3,0.544921338558197
BC,3,498,district,0,1.2219309657812119
BC,3,499,building,1,3.595808744430542
BC,3,499,building,2,1.1262261867523193
BC,3,499,building,3,0.9761815667152405
BC,3,499,district,0,5.698216497898102
BC,3,500,building,1,1.4410582780838013
BC,3,500,building,2,0.5797039866447449
BC,3,500,building,3,0.9975416660308838
BC,3,500,district,0,3.01830393075943
BC,3,501,building,1,0.8610672354698181
BC,3,501,building,2,0.5883755683898926
BC,3,501,building,3,1.3479280471801758
BC,3,501,district,0,2.7973708510398865
BC,3,502,building,1,1.7454999685287476
BC,3,502,building,2,0.6113116145133972
BC,3,502,building,3,1.3281289339065552
BC,3,502,district,0,3.6849405169487
BC,3,503,building,1,0.9938984513282776
BC,3,503,building,2,0.5533056855201721
BC,3,503,building,3,0.947577953338623
BC,3,503,district,0,2.4947820901870728
BC,3,504,building,1,0.7701742053031921
BC,3,504,building,2,0.5282918810844421
BC,3,504,building,3,0.7041127681732178
BC,3,504,district,0,2.002578854560852
BC,3,505,building,1,0.7683059573173523
BC,3,505,building,2,0.4110259413719177
BC,3,505,building,3,0.6994480490684509
BC,3,505,district,0,1.878779947757721
BC,3,506,building,1,0.7668342590332031
BC,3,506,building,2,0.5247278809547424
BC,3,506,building,3,0.6963694095611572
BC,3,506,district,0,1.9879315495491028
BC,3,507,building,1,0.7655324339866638
BC,3,507,building,2,0.40830907225608826
BC,3,507,building,3,0.6939705014228821
BC,3,507,district,0,1.8678120076656342
BC,3,508,building,1,0.7641740441322327
BC,3,508,building,2,0.4110445976257324
BC,3,508,building,3,0.6961972713470459
BC,3,508,district,0,1.871415913105011
BC,3,509,building,1,0.7498316168785095
BC,3,509,building,2,0.4259297549724579
BC,3,509,building,3,0.712527871131897
BC,3,509,district,0,1.8882892429828644
BC,3,510,building,1,2.370664596557617
BC,3,510,building,2,0.45456844568252563
BC,3,510,building,3,0.8051196336746216
BC,3,510,district,0,3.6303526759147644
BC,3,511,building,1,1.1756247282028198
BC,3,511,building,2,0.4591943323612213
BC,3,511,building,3,8.55919361114502
BC,3,511,district,0,10.19401267170906
BC,3,512,building,1,0.5893331170082092
BC,3,512,building,2,1.6098811626434326
BC,3,512,building,3,0.8533192276954651
BC,3,512,district,0,3.052533507347107
BC,3,513,building,1,0.5959751009941101
BC,3,513,building,2,0.3833597004413605
BC,3,513,building,3,1.973907470703125
BC,3,513,district,0,2.9532422721385956
BC,3,514,building,1,-0.24615706503391266
BC,3,514,building,2,0.3627345860004425
BC,3,514,building,3,0.896264374256134
BC,3,514,district,0,1.0128418952226639
BC,3,515,building,1,-0.05810576677322388
BC,3,515,building,2,0.2101837694644928
BC,3,515,building,3,-0.06809288263320923
BC,3,515,district,0,0.08398512005805969
BC,3,516,building,1,1.1763794422149658
BC,3,516,building,2,0.2031775414943695
BC,3,516,building,3,-0.05912334471940994
BC,3,516,district,0,1.3204336389899254
BC,3,517,building,1,-0.32290759682655334
BC,3,517,building,2,0.07205002009868622
BC,3,517,building,3,-0.321684867143631
BC,3,517,district,0,-0.5725424438714981
BC,3,518,building,1,-0.7508941292762756
BC,3,518,building,2,-0.04576537385582924
BC,3,518,building,3,-0.45777708292007446
BC,3,518,district,0,-1.2544365860521793
BC,3,519,building,1,-0.6111288070678711
BC,3,519,building,2,-0.058327268809080124
BC,3,519,building,3,-0.26542428135871887
BC,3,519,district,0,-0.9348803572356701
BC,3,520,building,1,0.004797470290213823
BC,3,520,building,2,-0.00154488708358258
BC,3,520,building,3,0.01621926948428154
BC,3,520,district,0,0.019471852690912783
BC,3,521,building,1,-0.0885714739561081
BC,3,521,building,2,0.010591006837785244
BC,3,521,building,3,0.013784718699753284
BC,3,521,district,0,-0.06419574841856956
BC,3,522,building,1,0.35234326124191284
BC,3,522,building,2,0.15821850299835205
BC,3,522,building,3,0.3760492205619812
BC,3,522,district,0,0.8866109848022461
BC,3,523,building,1,0.8476731181144714
BC,3,523,building,2,0.3410608768463135
BC,3,523,building,3,0.8275251984596252
BC,3,523,district,0,2.01625919342041
BC,3,524,building,1,1.0196090936660767
BC,3,524,building,2,0.4425203800201416
BC,3,524,building,3,2.1768813133239746
BC,3,524,district,0,3.639010787010193
BC,3,525,building,1,1.6916766166687012
BC,3,525,building,2,0.4253841042518616
BC,3,525,building,3,1.3479280471801758
BC,3,525,district,0,3.4649887681007385
BC,3,526,building,1,1.061003565788269
BC,3,526,building,2,0.6113116145133972
BC,3,526,building,3,1.7006646394729614
BC,3,526,district,0,3.3729798197746277
BC,3,527,building,1,0.847183883190155
BC,3,527,building,2,0.5533056855201721
BC,3,527,building,3,0.986909031867981
BC,3,527,district,0,2.387398600578308
BC,3,528,building,1,0.8006591796875
BC,3,528,building,2,0.4593813717365265
BC,3,528,building,3,0.7041127681732178
BC,3,528,district,0,1.9641533195972443
BC,3,529,building,1,0.7798844575881958
BC,3,529,building,2,0.4227637052536011
BC,3,529,building,3,0.6994479894638062
BC,3,529,district,0,1.902096152305603
BC,3,530,building,1,0.7784127593040466
BC,3,530,building,2,0.4096108675003052
BC,3,530,building,3,0.6963694095611572
BC,3,530,district,0,1.884393036365509
BC,3,531,building,1,0.7771109342575073
BC,3,531,building,2,0.40830907225608826
BC,3,531,building,3,0.6939705014228821
BC,3,531,district,0,1.8793905079364777
BC,3,532,building,1,0.7757525444030762
BC,3,532,building,2,0.6403604745864868
BC,3,532,building,3,0.6961973309516907
BC,3,532,district,0,2.1123103499412537
BC,3,533,building,1,0.774280846118927
BC,3,533,building,2,0.4259297549724579
BC,3,533,building,3,0.712527871131897
BC,3,533,district,0,1.9127384722232819
BC,3,534,building,1,0.7744507789611816
BC,3,534,building,2,0.45456844568252563
BC,3,534,building,3,0.777177095413208
BC,3,534,district,0,2.0061963200569153
BC,3,535,building,1,1.1424062252044678
BC,3,535,building,2,0.4423884451389313
BC,3,535,building,3,0.7326751947402954
BC,3,535,district,0,2.3174698650836945
BC,3,536,building,1,0.532226026058197
BC,3,536,building,2,0.7475767135620117
BC,3,536,building,3,1.902703881263733
BC,3,536,district,0,3.1825066208839417
BC,3,537,building,1,0.09540007263422012
BC,3,537,building,2,2.8327252864837646
BC,3,537,building,3,0.5529580116271973
BC,3,537,district,0,3.481083370745182
BC,3,538,building,1,1.0316407680511475
BC,3,538,building,2,8.808941841125488
BC,3,538,building,3,0.5180161595344543
BC,3,538,district,0,10.35859876871109
BC,3,539,building,1,5.480005264282227
BC,3,539,building,2,0.8183979988098145
BC,3,539,building,3,0.24923790991306305
BC,3,539,district,0,6.547641173005104
BC,3,540,building,1,-0.7137842178344727
BC,3,540,building,2,0.1691925972700119
BC,3,540,building,3,0.2657942473888397
BC,3,540,district,0,-0.27879737317562103
BC,3,541,building,1,-0.01657324656844139
BC,3,541,building,2,0.14619693160057068
BC,3,541,building,3,0.6497779488563538
BC,3,541,district,0,0.779401633888483
BC,3,542,building,1,-0.37250813841819763
BC,3,542,building,2,-0.004805784672498703
BC,3,542,building,3,-0.21947987377643585
BC,3,542,district,0,-0.5967937968671322
BC,3,543,building,1,2.0024349689483643
BC,3,543,building,2,-0.02572355419397354
BC,3,543,building,3,0.006789371371269226
BC,3,543,district,0,1.98350078612566
BC,3,544,building,1,5.553384304046631
BC,3,544,building,2,0.057722754776477814
BC,3,544,building,3,0.4077647924423218
BC,3,544,district,0,6.0188718512654305
BC,3,545,building,1,0.27170661091804504
BC,3,545,building,2,0.09345652163028717
BC,3,545,building,3,0.8545297384262085
BC,3,545,district,0,1.2196928709745407
BC,3,546,building,1,0.5860568881034851
BC,3,546,building,2,0.2977655827999115
BC,3,546,building,3,0.653415858745575
BC,3,546,district,0,1.5372383296489716
BC,3,547,building,1,0.9695961475372314
BC,3,547,building,2,0.9465304613113403
BC,3,547,building,3,1.792806625366211
BC,3,547,district,0,3.7089332342147827
BC,3,548,building,1,1.6735683679580688
BC,3,548,building,2,0.5828076601028442
BC,3,548,building,3,1.0037490129470825
BC,3,548,district,0,3.2601250410079956
BC,3,549,building,1,1.7431554794311523
BC,3,549,building,2,0.7030346393585205
BC,3,549,building,3,1.0380222797393799
BC,3,549,district,0,3.4842123985290527
BC,3,550,building,1,1.4897749423980713
BC,3,550,building,2,0.7259706854820251
BC,3,550,building,3,1.0938993692398071
BC,3,550,district,0,3.3096449971199036
BC,3,551,building,1,0.847183883190155
