loop_step,building,building_time_step,series_length,indoor_at_time_step,setpoint_at_time_step,comfort_band_at_time_step,occupants_at_time_step,upper_boundary_at_time_step,violation_at_time_step,indoor_at_previous,setpoint_at_previous,comfort_band_at_previous,occupants_at_previous,upper_boundary_at_previous,violation_at_previous,indoor_at_last,setpoint_at_last,comfort_band_at_last,occupants_at_last,upper_boundary_at_last,violation_at_last
208,1,208,209,25.279787063598633,25.27777862548828,2.0,3.0,27.27777862548828,0,32.76900863647461,25.38888931274414,2.0,2.0,27.38888931274414,1,25.279787063598633,25.27777862548828,2.0,3.0,27.27777862548828,0
208,2,208,209,24.99506950378418,25.0,2.0,1.0,27.0,0,29.166921615600586,25.0,2.0,1.0,27.0,1,24.99506950378418,25.0,2.0,1.0,27.0,0
208,3,208,209,24.33207130432129,24.33333396911621,2.0,2.0,26.33333396911621,0,27.8700008392334,24.27777862548828,2.0,2.0,26.27777862548828,1,24.33207130432129,24.33333396911621,2.0,2.0,26.33333396911621,0
209,1,209,210,25.115217208862305,25.11111068725586,2.0,2.0,27.11111068725586,0,32.96521759033203,25.27777862548828,2.0,3.0,27.27777862548828,1,25.115217208862305,25.11111068725586,2.0,2.0,27.11111068725586,0
209,2,209,210,24.996360778808594,25.0,2.0,1.0,27.0,0,29.297996520996094,25.0,2.0,1.0,27.0,1,24.996360778808594,25.0,2.0,1.0,27.0,0
209,3,209,210,24.33331871032715,24.33333396911621,2.0,2.0,26.33333396911621,0,28.241287231445312,24.33333396911621,2.0,2.0,26.33333396911621,1,24.33331871032715,24.33333396911621,2.0,2.0,26.33333396911621,0
210,1,210,211,25.00130271911621,25.0,2.0,2.0,27.0,0,32.81843185424805,25.11111068725586,2.0,2.0,27.11111068725586,1,25.00130271911621,25.0,2.0,2.0,27.0,0
210,2,210,211,24.997282028198242,25.0,2.0,1.0,27.0,0,29.000141143798828,25.0,2.0,1.0,27.0,1,24.997282028198242,25.0,2.0,1.0,27.0,0
210,3,210,211,24.333337783813477,24.33333396911621,2.0,2.0,26.33333396911621,0,28.412841796875,24.33333396911621,2.0,2.0,26.33333396911621,1,24.333337783813477,24.33333396911621,2.0,2.0,26.33333396911621,0
211,1,211,212,24.890275955200195,24.88888931274414,2.0,2.0,26.88888931274414,0,32.454437255859375,25.0,2.0,2.0,27.0,1,24.890275955200195,24.88888931274414,2.0,2.0,26.88888931274414,0
211,2,211,212,24.9982967376709,25.0,2.0,1.0,27.0,0,26.18743133544922,25.0,2.0,1.0,27.0,0,24.9982967376709,25.0,2.0,1.0,27.0,0
211,3,211,212,24.388628005981445,24.38888931274414,2.0,2.0,26.38888931274414,0,28.756254196166992,24.33333396911621,2.0,2.0,26.33333396911621,1,24.388628005981445,24.38888931274414,2.0,2.0,26.38888931274414,0
212,1,212,213,24.77948760986328,24.77777862548828,2.0,3.0,26.77777862548828,0,31.739089965820312,24.88888931274414,2.0,2.0,26.88888931274414,1,24.77948760986328,24.77777862548828,2.0,3.0,26.77777862548828,0
212,2,212,213,24.99839210510254,25.0,2.0,1.0,27.0,0,26.853694915771484,25.0,2.0,1.0,27.0,0,24.99839210510254,25.0,2.0,1.0,27.0,0
212,3,212,213,24.388891220092773,24.38888931274414,2.0,2.0,26.38888931274414,0,27.994129180908203,24.38888931274414,2.0,2.0,26.38888931274414,1,24.388891220092773,24.38888931274414,2.0,2.0,26.38888931274414,0
213,1,213,214,24.668556213378906,24.66666603088379,2.0,3.0,26.66666603088379,0,31.230709075927734,24.77777862548828,2.0,3.0,26.77777862548828,1,24.668556213378906,24.66666603088379,2.0,3.0,26.66666603088379,0
213,2,213,214,24.998302459716797,25.0,2.0,1.0,27.0,0,26.091754913330078,25.0,2.0,1.0,27.0,0,24.998302459716797,25.0,2.0,1.0,27.0,0
213,3,213,214,24.44395637512207,24.44444465637207,2.0,2.0,26.44444465637207,0,27.664871215820312,24.38888931274414,2.0,2.0,26.38888931274414,1,24.44395637512207,24.44444465637207,2.0,2.0,26.44444465637207,0
214,1,214,215,24.55906105041504,24.55555534362793,2.0,3.0,26.55555534362793,0,30.826038360595703,24.66666603088379,2.0,3.0,26.66666603088379,1,24.55906105041504,24.55555534362793,2.0,3.0,26.55555534362793,0
214,2,214,215,24.996753692626953,25.0,2.0,1.0,27.0,0,25.69342041015625,25.0,2.0,1.0,27.0,0,24.996753692626953,25.0,2.0,1.0,27.0,0
214,3,214,215,24.44444465637207,24.44444465637207,2.0,2.0,26.44444465637207,0,27.276382446289062,24.44444465637207,2.0,2.0,26.44444465637207,1,24.44444465637207,24.44444465637207,2.0,2.0,26.44444465637207,0
215,1,215,216,22.88633155822754,22.77777862548828,2.0,3.0,24.77777862548828,0,30.565391540527344,24.55555534362793,2.0,3.0,26.55555534362793,1,22.88633155822754,22.77777862548828,2.0,3.0,24.77777862548828,0
215,2,215,216,24.99844741821289,25.0,2.0,1.0,27.0,0,25.34268569946289,25.0,2.0,1.0,27.0,0,24.99844741821289,25.0,2.0,1.0,27.0,0
215,3,215,216,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0,26.807920455932617,24.44444465637207,2.0,2.0,26.44444465637207,1,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0
216,1,216,217,23.219066619873047,23.22222137451172,2.0,3.0,25.22222137451172,0,29.709869384765625,22.77777862548828,2.0,3.0,24.77777862548828,1,23.219066619873047,23.22222137451172,2.0,3.0,25.22222137451172,0
216,2,216,217,24.998647689819336,25.0,2.0,1.0,27.0,0,24.59333038330078,25.0,2.0,1.0,27.0,0,24.998647689819336,25.0,2.0,1.0,27.0,0
216,3,216,217,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0,26.305065155029297,24.44444465637207,2.0,2.0,26.44444465637207,0,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0
217,1,217,218,22.321308135986328,22.22222137451172,2.0,3.0,24.22222137451172,0,29.84839630126953,23.22222137451172,2.0,3.0,25.22222137451172,1,22.321308135986328,22.22222137451172,2.0,3.0,24.22222137451172,0
217,2,217,218,24.999008178710938,25.0,2.0,1.0,27.0,0,24.752613067626953,25.0,2.0,1.0,27.0,0,24.999008178710938,25.0,2.0,1.0,27.0,0
217,3,217,218,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0,25.993072509765625,24.44444465637207,2.0,2.0,26.44444465637207,0,24.44445037841797,24.44444465637207,2.0,2.0,26.44444465637207,0
218,1,218,219,22.230300903320312,22.22222137451172,2.0,3.0,24.22222137451172,0,29.597129821777344,22.22222137451172,2.0,3.0,24.22222137451172,1,22.230300903320312,22.22222137451172,2.0,3.0,24.22222137451172,0
218,2,218,219,24.99921417236328,25.0,2.0,1.0,27.0,0,24.693675994873047,25.0,2.0,1.0,27.0,0,24.99921417236328,25.0,2.0,1.0,27.0,0
218,3,218,219,24.444433212280273,24.44444465637207,2.0,2.0,26.44444465637207,0,25.662227630615234,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444433212280273,24.44444465637207,2.0,2.0,26.44444465637207,0
219,1,219,220,22.22315216064453,22.22222137451172,2.0,3.0,24.22222137451172,0,29.460803985595703,22.22222137451172,2.0,3.0,24.22222137451172,1,22.22315216064453,22.22222137451172,2.0,3.0,24.22222137451172,0
219,2,219,220,24.99947166442871,25.0,2.0,1.0,27.0,0,24.795936584472656,25.0,2.0,1.0,27.0,0,24.99947166442871,25.0,2.0,1.0,27.0,0
219,3,219,220,24.444429397583008,24.44444465637207,2.0,2.0,26.44444465637207,0,25.37061309814453,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444429397583008,24.44444465637207,2.0,2.0,26.44444465637207,0
220,1,220,221,22.22235870361328,22.22222137451172,2.0,3.0,24.22222137451172,0,29.077468872070312,22.22222137451172,2.0,3.0,24.22222137451172,1,22.22235870361328,22.22222137451172,2.0,3.0,24.22222137451172,0
220,2,220,221,24.999570846557617,25.0,2.0,1.0,27.0,0,24.76343536376953,25.0,2.0,1.0,27.0,0,24.999570846557617,25.0,2.0,1.0,27.0,0
220,3,220,221,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0,25.047012329101562,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0
221,1,221,222,22.222244262695312,22.22222137451172,2.0,3.0,24.22222137451172,0,28.726112365722656,22.22222137451172,2.0,3.0,24.22222137451172,1,22.222244262695312,22.22222137451172,2.0,3.0,24.22222137451172,0
221,2,221,222,24.999757766723633,25.0,2.0,1.0,27.0,0,24.754718780517578,25.0,2.0,1.0,27.0,0,24.999757766723633,25.0,2.0,1.0,27.0,0
221,3,221,222,24.444421768188477,24.44444465637207,2.0,2.0,26.44444465637207,0,24.787208557128906,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444421768188477,24.44444465637207,2.0,2.0,26.44444465637207,0
222,1,222,223,22.222232818603516,22.22222137451172,2.0,3.0,24.22222137451172,0,28.401840209960938,22.22222137451172,2.0,3.0,24.22222137451172,1,22.222232818603516,22.22222137451172,2.0,3.0,24.22222137451172,0
222,2,222,223,24.998750686645508,25.0,2.0,1.0,27.0,0,24.748323440551758,25.0,2.0,1.0,27.0,0,24.998750686645508,25.0,2.0,1.0,27.0,0
222,3,222,223,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0,24.599761962890625,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0
223,1,223,224,22.332481384277344,22.33333396911621,2.0,3.0,24.33333396911621,0,28.438758850097656,22.22222137451172,2.0,3.0,24.22222137451172,1,22.332481384277344,22.33333396911621,2.0,3.0,24.33333396911621,0
223,2,223,224,24.99831771850586,25.0,2.0,1.0,27.0,0,25.17038345336914,25.0,2.0,1.0,27.0,0,24.99831771850586,25.0,2.0,1.0,27.0,0
223,3,223,224,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0,24.73934555053711,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444448471069336,24.44444465637207,2.0,2.0,26.44444465637207,0
224,1,224,225,22.776168823242188,22.77777862548828,2.0,2.0,24.77777862548828,0,28.48978614807129,22.33333396911621,2.0,3.0,24.33333396911621,1,22.776168823242188,22.77777862548828,2.0,2.0,24.77777862548828,0
224,2,224,225,24.997894287109375,25.0,2.0,1.0,27.0,0,25.43349266052246,25.0,2.0,1.0,27.0,0,24.997894287109375,25.0,2.0,1.0,27.0,0
224,3,224,225,24.444446563720703,24.44444465637207,2.0,2.0,26.44444465637207,0,24.99695587158203,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444446563720703,24.44444465637207,2.0,2.0,26.44444465637207,0
225,1,225,226,24.37586212158203,24.44444465637207,2.0,2.0,26.44444465637207,0,28.64948272705078,22.77777862548828,2.0,2.0,24.77777862548828,1,24.37586212158203,24.44444465637207,2.0,2.0,26.44444465637207,0
225,2,225,226,24.99773406982422,25.0,2.0,1.0,27.0,0,25.69502830505371,25.0,2.0,1.0,27.0,0,24.99773406982422,25.0,2.0,1.0,27.0,0
225,3,225,226,24.44444465637207,24.44444465637207,2.0,2.0,26.44444465637207,0,25.362834930419922,24.44444465637207,2.0,2.0,26.44444465637207,0,24.44444465637207,24.44444465637207,2.0,2.0,26.44444465637207,0
226,1,226,227,24.444313049316406,24.44444465637207,2.0,1.0,26.44444465637207,0,28.876956939697266,24.44444465637207,2.0,2.0,26.44444465637207,1,24.444313049316406,24.44444465637207,2.0,1.0,26.44444465637207,0
226,2,226,227,24.997270584106445,25.0,2.0,1.0,27.0,0,26.075790405273438,25.0,2.0,1.0,27.0,0,24.997270584106445,25.0,2.0,1.0,27.0,0
226,3,226,227,24.444446563720703,24.44444465637207,2.0,2.0,26.44444465637207,0,25.6884822845459,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444446563720703,24.44444465637207,2.0,2.0,26.44444465637207,0
227,1,227,228,24.444448471069336,24.44444465637207,2.0,1.0,26.44444465637207,0,29.264324188232422,24.44444465637207,2.0,1.0,26.44444465637207,1,24.444448471069336,24.44444465637207,2.0,1.0,26.44444465637207,0
227,2,227,228,24.99683380126953,25.0,2.0,1.0,27.0,0,26.8458309173584,25.0,2.0,1.0,27.0,0,24.99683380126953,25.0,2.0,1.0,27.0,0
227,3,227,228,24.444448471069336,24.44444465637207,2.0,1.0,26.44444465637207,0,26.1040096282959,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444448471069336,24.44444465637207,2.0,1.0,26.44444465637207,0
228,1,228,229,24.4444522857666,24.44444465637207,2.0,2.0,26.44444465637207,0,29.50902557373047,24.44444465637207,2.0,1.0,26.44444465637207,1,24.4444522857666,24.44444465637207,2.0,2.0,26.44444465637207,0
228,2,228,229,24.99547576904297,25.0,2.0,1.0,27.0,0,27.34178924560547,25.0,2.0,1.0,27.0,1,24.99547576904297,25.0,2.0,1.0,27.0,0
228,3,228,229,24.44445037841797,24.44444465637207,2.0,1.0,26.44444465637207,0,26.253616333007812,24.44444465637207,2.0,1.0,26.44444465637207,0,24.44445037841797,24.44444465637207,2.0,1.0,26.44444465637207,0
229,1,229,230,24.4444580078125,24.44444465637207,2.0,2.0,26.44444465637207,0,29.935646057128906,24.44444465637207,2.0,2.0,26.44444465637207,1,24.4444580078125,24.44444465637207,2.0,2.0,26.44444465637207,0
229,2,229,230,24.991533279418945,25.0,2.0,1.0,27.0,0,28.139434814453125,25.0,2.0,1.0,27.0,1,24.991533279418945,25.0,2.0,1.0,27.0,0
229,3,229,230,24.4444522857666,24.44444465637207,2.0,0.0,26.44444465637207,0,26.550952911376953,24.44444465637207,2.0,1.0,26.44444465637207,1,24.4444522857666,24.44444465637207,2.0,0.0,26.44444465637207,0
230,1,230,231,24.44474220275879,24.44444465637207,2.0,3.0,26.44444465637207,0,30.194297790527344,24.44444465637207,2.0,2.0,26.44444465637207,1,24.44474220275879,24.44444465637207,2.0,3.0,26.44444465637207,0
230,2,230,231,24.990224838256836,25.0,2.0,1.0,27.0,0,28.576662063598633,25.0,2.0,1.0,27.0,1,24.990224838256836,25.0,2.0,1.0,27.0,0
230,3,230,231,24.3939266204834,24.38888931274414,2.0,1.0,26.38888931274414,0,26.60651397705078,24.44444465637207,2.0,0.0,26.44444465637207,0,24.3939266204834,24.38888931274414,2.0,1.0,26.38888931274414,0
231,1,231,232,24.547134399414062,24.55555534362793,2.0,2.0,26.55555534362793,0,30.726966857910156,24.44444465637207,2.0,3.0,26.44444465637207,1,24.547134399414062,24.55555534362793,2.0,2.0,26.55555534362793,0
231,2,231,232,24.989309310913086,25.0,2.0,1.0,27.0,0,29.24199867248535,25.0,2.0,1.0,27.0,1,24.989309310913086,25.0,2.0,1.0,27.0,0
231,3,231,232,23.981367111206055,23.88888931274414,2.0,1.0,25.88888931274414,0,27.189903259277344,24.38888931274414,2.0,1.0,26.38888931274414,1,23.981367111206055,23.88888931274414,2.0,1.0,25.88888931274414,0
232,1,232,233,26.236801147460938,26.27777862548828,2.0,2.0,28.27777862548828,0,31.091270446777344,24.55555534362793,2.0,2.0,26.55555534362793,1,26.236801147460938,26.27777862548828,2.0,2.0,28.27777862548828,0
232,2,232,233,24.992673873901367,25.0,2.0,1.0,27.0,0,29.790897369384766,25.0,2.0,1.0,27.0,1,24.992673873901367,25.0,2.0,1.0,27.0,0
232,3,232,233,23.41956329345703,23.38888931274414,2.0,1.0,25.38888931274414,0,27.554330825805664,23.88888931274414,2.0,1.0,25.88888931274414,1,23.41956329345703,23.38888931274414,2.0,1.0,25.38888931274414,0
233,1,233,234,24.323200225830078,24.16666603088379,2.0,2.0,26.16666603088379,0,31.08615493774414,26.27777862548828,2.0,2.0,28.27777862548828,1,24.323200225830078,24.16666603088379,2.0,2.0,26.16666603088379,0
233,2,233,234,24.994760513305664,25.0,2.0,1.0,27.0,0,29.959209442138672,25.0,2.0,1.0,27.0,1,24.994760513305664,25.0,2.0,1.0,27.0,0
233,3,233,234,23.770343780517578,23.77777862548828,2.0,1.0,25.77777862548828,0,27.88564682006836,23.38888931274414,2.0,1.0,25.38888931274414,1,23.770343780517578,23.77777862548828,2.0,1.0,25.77777862548828,0
234,1,234,235,24.27819061279297,24.27777862548828,2.0,2.0,26.27777862548828,0,31.36174774169922,24.16666603088379,2.0,2.0,26.16666603088379,1,24.27819061279297,24.27777862548828,2.0,2.0,26.27777862548828,0
234,2,234,235,24.996400833129883,25.0,2.0,1.0,27.0,0,30.048294067382812,25.0,2.0,1.0,27.0,1,24.996400833129883,25.0,2.0,1.0,27.0,0
234,3,234,235,23.34166717529297,23.33333396911621,2.0,1.0,25.33333396911621,0,28.148683547973633,23.77777862548828,2.0,1.0,25.77777862548828,1,23.34166717529297,23.33333396911621,2.0,1.0,25.33333396911621,0
235,1,235,236,24.442495346069336,24.44444465637207,2.0,2.0,26.44444465637207,0,31.098312377929688,24.27777862548828,2.0,2.0,26.27777862548828,1,24.442495346069336,24.44444465637207,2.0,2.0,26.44444465637207,0
235,2,235,236,24.997447967529297,25.0,2.0,1.0,27.0,0,29.611053466796875,25.0,2.0,1.0,27.0,1,24.997447967529297,25.0,2.0,1.0,27.0,0
235,3,235,236,23.333450317382812,23.33333396911621,2.0,1.0,25.33333396911621,0,28.63834571838379,23.33333396911621,2.0,1.0,25.33333396911621,1,23.333450317382812,23.33333396911621,2.0,1.0,25.33333396911621,0
236,1,236,237,24.44441795349121,24.44444465637207,2.0,2.0,26.44444465637207,0,30.709156036376953,24.44444465637207,2.0,2.0,26.44444465637207,1,24.44441795349121,24.44444465637207,2.0,2.0,26.44444465637207,0
236,2,236,237,24.997865676879883,25.0,2.0,1.0,27.0,0,28.518735885620117,25.0,2.0,1.0,27.0,1,24.997865676879883,25.0,2.0,1.0,27.0,0
236,3,236,237,23.33333969116211,23.33333396911621,2.0,1.0,25.33333396911621,0,27.45602798461914,23.33333396911621,2.0,1.0,25.33333396911621,1,23.33333969116211,23.33333396911621,2.0,1.0,25.33333396911621,0
237,1,237,238,25.76250457763672,25.77777862548828,2.0,2.0,27.77777862548828,0,30.582603454589844,24.44444465637207,2.0,2.0,26.44444465637207,1,25.76250457763672,25.77777862548828,2.0,2.0,27.77777862548828,0
237,2,237,238,24.997941970825195,25.0,2.0,1.0,27.0,0,28.266342163085938,25.0,2.0,1.0,27.0,1,24.997941970825195,25.0,2.0,1.0,27.0,0
237,3,237,238,23.33333969116211,23.33333396911621,2.0,2.0,25.33333396911621,0,27.22040557861328,23.33333396911621,2.0,1.0,25.33333396911621,1,23.33333969116211,23.33333396911621,2.0,2.0,25.33333396911621,0
238,1,238,239,24.512968063354492,24.44444465637207,2.0,2.0,26.44444465637207,0,29.865093231201172,25.77777862548828,2.0,2.0,27.77777862548828,1,24.512968063354492,24.44444465637207,2.0,2.0,26.44444465637207,0
238,2,238,239,24.17693328857422,24.16666603088379,2.0,1.0,26.16666603088379,0,27.151432037353516,25.0,2.0,1.0,27.0,1,24.17693328857422,24.16666603088379,2.0,1.0,26.16666603088379,0
238,3,238,239,23.496822357177734,23.5,2.0,2.0,25.5,0,26.834461212158203,23.33333396911621,2.0,2.0,25.33333396911621,1,23.496822357177734,23.5,2.0,2.0,25.5,0
239,1,239,240,24.44551658630371,24.44444465637207,2.0,2.0,26.44444465637207,0,29.548736572265625,24.44444465637207,2.0,2.0,26.44444465637207,1,24.44551658630371,24.44444465637207,2.0,2.0,26.44444465637207,0
239,2,239,240,23.349239349365234,23.33333396911621,2.0,1.0,25.33333396911621,0,26.396148681640625,24.16666603088379,2.0,1.0,26.16666603088379,1,23.349239349365234,23.33333396911621,2.0,1.0,25.33333396911621,0
239,3,239,240,23.554197311401367,23.55555534362793,2.0,2.0,25.55555534362793,0,26.398414611816406,23.5,2.0,2.0,25.5,1,23.554197311401367,23.55555534362793,2.0,2.0,25.55555534362793,0
240,1,240,241,23.296375274658203,23.22222137451172,2.0,3.0,25.22222137451172,0,28.930381774902344,24.44444465637207,2.0,2.0,26.44444465637207,1,23.296375274658203,23.22222137451172,2.0,3.0,25.22222137451172,0
240,2,240,241,24.16351318359375,24.16666603088379,2.0,1.0,26.16666603088379,0,25.363977432250977,23.33333396911621,2.0,1.0,25.33333396911621,1,24.16351318359375,24.16666603088379,2.0,1.0,26.16666603088379,0
240,3,240,241,22.824220657348633,22.77777862548828,2.0,2.0,24.77777862548828,0,25.87858009338379,23.55555534362793,2.0,2.0,25.55555534362793,1,22.824220657348633,22.77777862548828,2.0,2.0,24.77777862548828,0
241,1,241,242,22.260892868041992,22.22222137451172,2.0,3.0,24.22222137451172,0,29.30474090576172,23.22222137451172,2.0,3.0,25.22222137451172,1,22.260892868041992,22.22222137451172,2.0,3.0,24.22222137451172,0
241,2,241,242,24.85825538635254,25.0,2.0,1.0,27.0,0,25.64533805847168,24.16666603088379,2.0,1.0,26.16666603088379,0,24.85825538635254,25.0,2.0,1.0,27.0,0
241,3,241,242,22.779260635375977,22.77777862548828,2.0,2.0,24.77777862548828,0,25.597211837768555,22.77777862548828,2.0,2.0,24.77777862548828,1,22.779260635375977,22.77777862548828,2.0,2.0,24.77777862548828,0
242,1,242,243,22.223526000976562,22.22222137451172,2.0,3.0,24.22222137451172,0,29.060897827148438,22.22222137451172,2.0,3.0,24.22222137451172,1,22.223526000976562,22.22222137451172,2.0,3.0,24.22222137451172,0
242,2,242,243,24.999027252197266,25.0,2.0,1.0,27.0,0,25.64289093017578,25.0,2.0,1.0,27.0,0,24.999027252197266,25.0,2.0,1.0,27.0,0
242,3,242,243,22.777894973754883,22.77777862548828,2.0,2.0,24.77777862548828,0,25.10987091064453,22.77777862548828,2.0,2.0,24.77777862548828,1,22.777894973754883,22.77777862548828,2.0,2.0,24.77777862548828,0
243,1,243,244,22.22239875793457,22.22222137451172,2.0,3.0,24.22222137451172,0,28.975650787353516,22.22222137451172,2.0,3.0,24.22222137451172,1,22.22239875793457,22.22222137451172,2.0,3.0,24.22222137451172,0
243,2,243,244,24.99899673461914,25.0,2.0,1.0,27.0,0,25.805450439453125,25.0,2.0,1.0,27.0,0,24.99899673461914,25.0,2.0,1.0,27.0,0
243,3,243,244,23.66560173034668,23.66666603088379,2.0,2.0,25.66666603088379,0,24.837238311767578,22.77777862548828,2.0,2.0,24.77777862548828,1,23.66560173034668,23.66666603088379,2.0,2.0,25.66666603088379,0
244,1,244,245,22.222246170043945,22.22222137451172,2.0,3.0,24.22222137451172,0,28.856517791748047,22.22222137451172,2.0,3.0,24.22222137451172,1,22.222246170043945,22.22222137451172,2.0,3.0,24.22222137451172,0
244,2,244,245,24.998594284057617,25.0,2.0,1.0,27.0,0,25.96609878540039,25.0,2.0,1.0,27.0,0,24.998594284057617,25.0,2.0,1.0,27.0,0
244,3,244,245,24.355607986450195,24.44444465637207,2.0,2.0,26.44444465637207,0,24.914100646972656,23.66666603088379,2.0,2.0,25.66666603088379,0,24.355607986450195,24.44444465637207,2.0,2.0,26.44444465637207,0
245,1,245,246,22.222238540649414,22.22222137451172,2.0,2.0,24.22222137451172,0,28.63055419921875,22.22222137451172,2.0,3.0,24.22222137451172,1,22.222238540649414,22.22222137451172,2.0,2.0,24.22222137451172,0
245,2,245,246,24.99857521057129,25.0,2.0,1.0,27.0,0,26.008007049560547,25.0,2.0,1.0,27.0,0,24.99857521057129,25.0,2.0,1.0,27.0,0
245,3,245,246,24.44444465637207,24.44444465637207,2.0,2.0,26.44444465637207,0,25.105703353881836,24.44444465637207,2.0,2.0,26.44444465637207,0,24.44444465637207,24.44444465637207,2.0,2.0,26.44444465637207,0
246,1,246,247,22.22223472595215,22.22222137451172,2.0,2.0,24.22222137451172,0,28.31993865966797,22.22222137451172,2.0,2.0,24.22222137451172,1,22.22223472595215,22.22222137451172,2.0,2.0,24.22222137451172,0
246,2,246,247,24.99794578552246,25.0,2.0,1.0,27.0,0,26.001262664794922,25.0,2.0,1.0,27.0,0,24.99794578552246,25.0,2.0,1.0,27.0,0
246,3,246,247,24.444454193115234,24.44444465637207,2.0,2.0,26.44444465637207,0,24.999488830566406,24.44444465637207,2.0,2.0,26.44444465637207,0,24.444454193115234,24.44444465637207,2.0,2.0,26.44444465637207,0
247,1,247,248,22.331750869750977,22.33333396911621,2.0,1.0,24.33333396911621,0,28.221206665039062,22.22222137451172,2.0,2.0,24.22222137451172,1,22.331750869750977,22.33333396911621,2.0,1.0,24.33333396911621,0
247,2,247,248,24.01565933227539,24.0,2.0,1.0,26.0,0,26.325969696044922,25.0,2.0,1.0,27.0,0,24.01565933227539,24.0,2.0,1.0,26.0,0
247,3,247,248,24.44446563720703,24.44444465637207,2.0,1.0,26.44444465637207,0,25.105318069458008,24.44444465637207,2.0,2.0,26.44444465637207,0,24.44446563720703,24.44444465637207,2.0,1.0,26.44444465637207,0
248,1,248,249,22.224451065063477,22.22222137451172,2.0,1.0,24.22222137451172,0,28.063079833984375,22.33333396911621,2.0,1.0,24.33333396911621,1,22.224451065063477,22.22222137451172,2.0,1.0,24.22222137451172,0
248,2,248,249,23.883134841918945,23.88888931274414,2.0,1.0,25.88888931274414,0,26.00514030456543,24.0,2.0,1.0,26.0,1,23.883134841918945,23.88888931274414,2.0,1.0,25.88888931274414,0
248,3,248,249,24.444448471069336,24.44444465637207,2.0,1.0,26.44444465637207,0,25.300111770629883,24.44444465637207,2.0,1.0,26.44444465637207,0,24.444448471069336,24.44444465637207,2.0,1.0,26.44444465637207,0
249,1,249,250,23.322967529296875,23.33333396911621,2.0,1.0,25.33333396911621,0,28.12240982055664,22.22222137451172,2.0,1.0,24.22222137451172,1,23.322967529296875,23.33333396911621,2.0,1.0,25.33333396911621,0
249,2,249,250,24.384187698364258,24.38888931274414,2.0,1.0,26.38888931274414,0,26.104049682617188,23.88888931274414,2.0,1.0,25.88888931274414,1,24.384187698364258,24.38888931274414,2.0,1.0,26.38888931274414,0
249,3,249,250,24.444448471069336,24.44444465637207,2.0,0.0,26.44444465637207,0,25.466766357421875,24.44444465637207,2.0,1.0,26.44444465637207,0,24.444448471069336,24.44444465637207,2.0,0.0,26.44444465637207,0
250,1,250,251,23.88824462890625,23.88888931274414,2.0,1.0,25.88888931274414,0,28.292926788330078,23.33333396911621,2.0,1.0,25.33333396911621,1,23.88824462890625,23.88888931274414,2.0,1.0,25.88888931274414,0
250,2,250,251,23.88869285583496,23.88888931274414,2.0,0.0,25.88888931274414,0,26.631755828857422,24.38888931274414,2.0,1.0,26.38888931274414,1,23.88869285583496,23.88888931274414,2.0,0.0,25.88888931274414,0
250,3,250,251,24.444448471069336,24.44444465637207,2.0,0.0,26.44444465637207,0,25.44845199584961,24.44444465637207,2.0,0.0,26.44444465637207,0,24.444448471069336,24.44444465637207,2.0,0.0,26.44444465637207,0
251,1,251,252,24.442380905151367,24.44444465637207,2.0,1.0,26.44444465637207,0,28.708572387695312,23.88888931274414,2.0,1.0,25.88888931274414,1,24.442380905151367,24.44444465637207,2.0,1.0,26.44444465637207,0
251,2,251,252,24.438919067382812,24.44444465637207,2.0,0.0,26.44444465637207,0,26.815216064453125,23.88888931274414,2.0,0.0,25.88888931274414,0,24.438919067382812,24.44444465637207,2.0,0.0,26.44444465637207,0
251,3,251,252,24.444448471069336,24.44444465637207,2.0,0.0,26.44444465637207,0,25.48150062561035,24.44444465637207,2.0,0.0,26.44444465637207,0,24.444448471069336,24.44444465637207,2.0,0.0,26.44444465637207,0
252,1,252,253,24.444421768188477,24.44444465637207,2.0,1.0,26.44444465637207,0,29.115283966064453,24.44444465637207,2.0,1.0,26.44444465637207,1,24.444421768188477,24.44444465637207,2.0,1.0,26.44444465637207,0
252,2,252,253,24.992595672607422,25.0,2.0,0.0,27.0,0,27.47833251953125,24.44444465637207,2.0,0.0,26.44444465637207,0,24.992595672607422,25.0,2.0,0.0,27.0,0
