loop_step,building,building_time_step,completed_index,indoor_temperature,cooling_setpoint,comfort_band,upper_comfort_boundary,occupant_count,learned_cooling_action,fallback_cooling_action,applied_cooling_action,action_difference
680,1,680,679,24.664203643798828,22.22222137451172,2.0,24.22222137451172,2.0,0.038807258009910583,0.800000011920929,0.800000011920929,0.7611927539110184
684,3,684,683,26.701908111572266,24.44444465637207,2.0,26.44444465637207,1.0,0.12324196845293045,0.800000011920929,0.800000011920929,0.6767580434679985
685,1,685,684,25.287124633789062,22.22222137451172,2.0,24.22222137451172,1.0,0.08938608318567276,0.800000011920929,0.800000011920929,0.7106139287352562
689,1,689,688,26.764570236206055,24.44444465637207,2.0,26.44444465637207,1.0,0.09781435132026672,0.800000011920929,0.800000011920929,0.7021856606006622
690,3,690,689,27.20448112487793,24.44444465637207,2.0,26.44444465637207,1.0,0.09902611374855042,0.800000011920929,0.800000011920929,0.7009738981723785
692,2,692,691,28.492109298706055,25.0,2.0,27.0,1.0,0.16859585046768188,0.800000011920929,0.800000011920929,0.6314041614532471
694,1,694,693,25.37905502319336,22.22222137451172,2.0,24.22222137451172,3.0,0.08362612873315811,0.4000000059604645,0.4000000059604645,0.31637387722730637
705,1,705,704,26.539453506469727,24.44444465637207,2.0,26.44444465637207,3.0,0.06044673174619675,0.800000011920929,0.800000011920929,0.7395532801747322
707,2,707,706,27.139495849609375,25.0,2.0,27.0,1.0,0.18723247945308685,0.800000011920929,0.800000011920929,0.6127675324678421
709,3,709,708,26.625885009765625,24.27777862548828,2.0,26.27777862548828,2.0,0.13602638244628906,0.800000011920929,0.800000011920929,0.6639736294746399
710,1,710,709,26.991649627685547,24.44444465637207,2.0,26.44444465637207,2.0,0.07815254479646683,0.800000011920929,0.800000011920929,0.7218474671244621
710,2,710,709,27.567575454711914,25.0,2.0,27.0,1.0,0.20797879993915558,0.800000011920929,0.800000011920929,0.5920212119817734
712,2,712,711,27.472923278808594,25.0,2.0,27.0,1.0,0.2245105355978012,0.800000011920929,0.800000011920929,0.5754894763231277
712,3,712,711,26.296749114990234,23.88888931274414,2.0,25.88888931274414,2.0,0.1284741312265396,0.800000011920929,0.800000011920929,0.6715258806943893
714,1,714,713,27.508544921875,24.44444465637207,2.0,26.44444465637207,2.0,0.04592576622962952,0.800000011920929,0.800000011920929,0.7540742456912994
715,2,715,714,27.39104461669922,24.66666603088379,2.0,26.66666603088379,1.0,0.13500617444515228,0.800000011920929,0.800000011920929,0.6649938374757767
